,Token Name,Address,Address Url,Crypto Type,Time Stamp,Max Supply,# of Holder,Transfers,Decimals,Token Type,Price,Market Cap,VolumeTwentyFour,Circulating Supply,Exchanges
9855,Hash Power Token,,,,02/06/2021 00:46:02,0,,,N/A,Common,0,0,0,0,
9856,FishChain,,,,02/06/2021 00:46:04,0,,,N/A,Common,0,0,0,0,
9857,EducationBlockChainCoin,,,,02/06/2021 00:46:05,0,,,N/A,Common,0,0,0,0,
9858,Crowdvilla Ownership,,,,02/06/2021 00:46:07,0,,,N/A,Common,0,0,0,0,
9859,Crowdvilla Point,,,,02/06/2021 00:46:08,0,,,N/A,Common,0,0,0,0,
9860,SovranoCoin,,,,02/06/2021 00:46:10,0,,,N/A,Common,0.0786,0,387.96,0,"CoinTiger,VinDAX,FINEXBOX,CREX24,STEX"
9861,Bolt,0xd5930c307d7395ff807f2921f12c5eb82131a789,https://etherscan.io/token/0xd5930c307d7395ff807f2921f12c5eb82131a789,Etherium,02/06/2021 00:46:22,0,998 (0.00%),11073,N/A,Common,0.00473,0,"40,127",0,"Kucoin,Binance DEX,AscendEX (BitMax),Hotbit"
9862,Contcoin,,,,02/06/2021 00:46:23,0,,,N/A,Common,0,0,0,0,
9863,Elphyrecoin,,,,02/06/2021 00:46:25,0,,,N/A,Common,0.0000367,0,0.000367,0,FINEXBOX
9864,XTRL Pay,,,,02/06/2021 00:46:27,0,,,N/A,Common,0,0,0,0,
9865,ENGcoins,,,,02/06/2021 00:46:28,0,,,N/A,Common,0.4255,0,0,0,
9866,EverySave,0xa14516ff788338f34db1a591497a616e3a759e23,https://etherscan.io/token/0xa14516ff788338f34db1a591497a616e3a759e23,Etherium,02/06/2021 00:46:39,0,31,654,N/A,Common,0,0,0,0,
9867,MEDIKEY,,,,02/06/2021 00:46:41,0,,,N/A,Common,0.00493,0,"5,352",0,DigiFinex
9868,TokenLand Coin,,,,02/06/2021 00:46:42,0,,,N/A,Common,0,0,0,0,
9869,Gstarcoin,,,,02/06/2021 00:46:44,0,,,N/A,Common,0,0,0,0,
9870,World Wide Trade Coin,,,,02/06/2021 00:46:45,0,,,N/A,Common,0,0,0,0,
9871,GastroAdvisor,0x5bb1632fa0023e1aa76a1ae92b4635c8dba49fa2,https://etherscan.io/token/0x5bb1632fa0023e1aa76a1ae92b4635c8dba49fa2,Etherium,02/06/2021 00:46:56,0,3672,6980,N/A,Common,0.00192,0,0,0,
9872,CLBcoin,,,,02/06/2021 00:46:57,0,,,N/A,Common,0.00477,0,0,0,
9873,Bithereum,,,,02/06/2021 00:46:59,0,,,N/A,Common,0.00881,0,8.89,0,STEX
9874,MINDOL,0x5d64d850c8368008afb39224e92ad0dceff3cf38,https://etherscan.io/token/0x5d64d850c8368008afb39224e92ad0dceff3cf38,Etherium,02/06/2021 00:47:09,0,20127 (0.00%),28812,N/A,Common,0.3210,0,"232,651",0,CoinTiger
9875,BravoCoin,,,,02/06/2021 00:47:10,0,,,N/A,Common,0.03198,0,1.62,0,ProBit
9876,Tranium,0xbffe4fdcd397e7942fd7c9f99255e0aa34e4b3fb,https://etherscan.io/token/0xbffe4fdcd397e7942fd7c9f99255e0aa34e4b3fb,Etherium,02/06/2021 00:47:21,0,147,419,N/A,Common,0.000152,0,9.97,0,"SatoExchange,EtherFlyer"
9877,Energy27,,,,02/06/2021 00:47:22,0,,,N/A,Common,0,0,0,0,
9878,LipChain,,,,02/06/2021 00:47:24,0,,,N/A,Common,0.000256,0,0,0,
9879,Uptrennd,0x07597255910a51509ca469568b048f2597e72504,https://etherscan.io/token/0x07597255910a51509ca469568b048f2597e72504,Etherium,02/06/2021 00:47:35,0,5650,70020,N/A,Common,0.0683,0,859.01,0,Bitcratic
9880,Circle Coin,,,,02/06/2021 00:47:36,0,,,N/A,Common,0.000108,0,0,0,
9881,Hicky,,,,02/06/2021 00:47:37,0,,,N/A,Common,0.0000233,0,0,0,
9882,Yield Coin,,,,02/06/2021 00:47:39,0,,,N/A,Common,0.000734,0,0,0,
9883,LyCI,,,,02/06/2021 00:47:40,0,,,N/A,Common,0,0,0,0,
9884,Smart LyCl,,,,02/06/2021 00:47:42,0,,,N/A,Common,0,0,0,0,
9885,Pay LyCl,,,,02/06/2021 00:47:44,0,,,N/A,Common,0,0,0,0,
9886,Voltz,0x60715e436c37444e29772c0d26a98ae1e8e1a989,https://etherscan.io/token/0x60715e436c37444e29772c0d26a98ae1e8e1a989,Etherium,02/06/2021 00:48:01,0,140 (0.00%),710,N/A,Common,0.0426,0,35.70,0,STEX
9887,DTCASH,,,,02/06/2021 00:48:11,0,,,N/A,Common,0,0,0,0,
9888,EthRoi,,,,02/06/2021 00:48:13,0,,,N/A,Common,0.01760,0,44.04,0,"Unnamed.Exchange,Bitcratic"
9889,Zircash,,,,02/06/2021 00:48:14,0,,,N/A,Common,0,0,0,0,
9890,Qredit,,,,02/06/2021 00:48:16,0,,,N/A,Common,0.00571,0,7.69,0,"SatoExchange,STEX,FINEXBOX"
9891,Feather Cash,,,,02/06/2021 00:48:17,0,,,N/A,Common,0,0,0,0,
9892,Foxcoin,,,,02/06/2021 00:48:19,0,,,N/A,Common,0,0,0,0,
9893,Extrabytes,,,,02/06/2021 00:48:20,0,,,N/A,Common,0,0,0,0,
9894,Token of Hope,,,,02/06/2021 00:48:21,0,,,N/A,Common,0,0,0,0,
9895,Threadcoin,,,,02/06/2021 00:48:23,0,,,N/A,Common,0,0,0,0,
9896,TeaCoin,,,,02/06/2021 00:48:24,0,,,N/A,Common,0,0,0,0,
9897,StewCoin,,,,02/06/2021 00:48:26,0,,,N/A,Common,0,0,0,0,
9898,Scary Coin,,,,02/06/2021 00:48:28,0,,,N/A,Common,0,0,0,0,
9899,Sat3 Coin,,,,02/06/2021 00:48:29,0,,,N/A,Common,0,0,0,0,
9900,ProCoin Plus,,,,02/06/2021 00:48:31,0,,,N/A,Common,0,0,0,0,
9901,PRO COIN PAY,,,,02/06/2021 00:48:32,0,,,N/A,Common,0,0,0,0,
9902,MotaCoin,,,,02/06/2021 00:48:34,0,,,N/A,Common,0.00958,0,"1,676",0,"SatoExchange,Unnamed.Exchange"
9903,Mocrow,0x33b919f54692ddbf702065763ea2b50ca02e6bff,https://etherscan.io/token/0x33b919f54692ddbf702065763ea2b50ca02e6bff,Etherium,02/06/2021 00:48:45,0,22734,25472,N/A,Common,0,0,0,0,
9904,Knolix,,,,02/06/2021 00:48:47,0,,,N/A,Common,0,0,0,0,
9905,FIMFL,,,,02/06/2021 00:48:48,0,,,N/A,Common,0,0,0,0,
9906,Doxy Coin,,,,02/06/2021 00:48:49,0,,,N/A,Common,0,0,0,0,
9907,COIN YUMMY,,,,02/06/2021 00:48:51,0,,,N/A,Common,0,0,0,0,
9908,CoinLegacY,,,,02/06/2021 00:48:52,0,,,N/A,Common,0,0,0,0,
9909,Bayan Token,,,,02/06/2021 00:48:54,0,,,N/A,Common,0,0,0,0,
9910,Bitcoin Sleek,,,,02/06/2021 00:48:55,0,,,N/A,Common,0,0,0,0,
9911,Bitcoin Improve,,,,02/06/2021 00:48:57,0,,,N/A,Common,0,0,0,0,
9912,ATCP Coin,,,,02/06/2021 00:48:58,0,,,N/A,Common,0,0,0,0,
9913,Aristo Coin,,,,02/06/2021 00:48:59,0,,,N/A,Common,0,0,0,0,
9914,ALLN Token,,,,02/06/2021 00:49:01,0,,,N/A,Common,0,0,0,0,
9915,Marginless,0x1254e59712e6e727dc71e0e3121ae952b2c4c3b6,https://etherscan.io/token/0x1254e59712e6e727dc71e0e3121ae952b2c4c3b6,Etherium,02/06/2021 00:49:11,0,11776,15923,N/A,Common,0,0,0,0,
9916,Bitcoin Scrypt,,,,02/06/2021 00:49:12,0,,,N/A,Common,0.0370,0,19.11,0,Unnamed.Exchange
9917,Direct Insurance Token,,,,02/06/2021 00:49:14,0,,,N/A,Common,0.00220,0,88.89,0,HitBTC
9918,WeGen Platform,,,,02/06/2021 00:49:15,0,,,N/A,Common,0,0,0,0,
9919,Universal Shield Token,,,,02/06/2021 00:49:17,0,,,N/A,Common,0,0,0,0,
9920,TTC PROTOCOL,,,,02/06/2021 00:49:18,0,,,N/A,Common,0.000548,0,0,0,
9921,TokenLeader,,,,02/06/2021 00:49:20,0,,,N/A,Common,0,0,0,0,
9922,Kamari,,,,02/06/2021 00:49:21,0,,,N/A,Common,0,0,0,0,
9923,Real Estate Industry,,,,02/06/2021 00:49:23,0,,,N/A,Common,0.5256,0,"11,728",0,EtherFlyer
9924,CoTrader,0x5c872500c00565505f3624ab435c222e558e9ff8,https://etherscan.io/token/0x5c872500c00565505f3624ab435c222e558e9ff8,Etherium,02/06/2021 00:49:33,0,50888 (0.00%),71729,N/A,Common,0.000052,0,0.000156,0,EtherFlyer
9925,Celer Network,,,,02/06/2021 00:49:34,0,,,N/A,Common,0.0430,0,58.76 million,0,"Binance,OKEx,DigiFinex,Crypto.com,Gate.io,WazirX,DragonEx,BitMart,BKEX,LBank"
9926,KAZE,,,,02/06/2021 00:49:36,0,,,N/A,Common,0,0,0,0,
9927,BitCEO,0x19ca83a13b4c4be43fa82c5e415e16f1d86f57f7,https://etherscan.io/token/0x19ca83a13b4c4be43fa82c5e415e16f1d86f57f7,Etherium,02/06/2021 00:49:46,0,643,2258,N/A,Common,0.2929,0,"23,083",0,STEX
9928,Orbise10,,,,02/06/2021 00:49:47,0,,,N/A,Common,0,0,0,0,
9929,F2UPay,,,,02/06/2021 00:49:48,0,,,N/A,Common,0,0,0,0,
9930,Scoin,,,,02/06/2021 00:49:50,0,,,N/A,Common,0,0,0,0,
9931,HashByte,,,,02/06/2021 00:49:51,0,,,N/A,Common,0,0,0,0,
9932,UNTI,,,,02/06/2021 00:49:53,0,,,N/A,Common,0,0,0,0,
9933,HKDC,,,,02/06/2021 00:49:54,0,,,N/A,Common,0,0,0,0,
9934,AlphaCup,,,,02/06/2021 00:49:56,0,,,N/A,Common,0,0,0,0,
9935,Initial Tea Chain,,,,02/06/2021 00:49:57,0,,,N/A,Common,0,0,0,0,
9936,Token Tradex,,,,02/06/2021 00:49:59,0,,,N/A,Common,0.00697,0,0,0,
9937,Fusion Energy X,,,,02/06/2021 00:50:00,0,,,N/A,Common,0.001100,0,0.00403,0,STEX
9938,XCOM Pay,,,,02/06/2021 00:50:02,0,,,N/A,Common,0,0,0,0,
9939,Rhodium,,,,02/06/2021 00:50:03,0,,,N/A,Common,0.000367,0,45.23,0,FINEXBOX
9940,Vollar,,,,02/06/2021 00:50:05,0,,,N/A,Common,0.2392,0,"266,085",0,Hotbit
9941,YTNBchain,,,,02/06/2021 00:50:07,0,,,N/A,Common,0.000285,0,238.28,0,Hotbit
9942,Honorcoin,,,,02/06/2021 00:50:08,0,,,N/A,Common,0,0,0,0,
9943,Safegames,,,,02/06/2021 00:50:10,0,,,N/A,Common,0,0,0,0,
9944,Maya Preferred 223,,,,02/06/2021 00:50:11,0,,,N/A,Common,0,0,0,0,
9945,Ichiba Coin,,,,02/06/2021 00:50:13,0,,,N/A,Common,0,0,0,0,
9946,Trademonk,,,,02/06/2021 00:50:14,0,,,N/A,Common,0,0,0,0,
9947,Qfora,,,,02/06/2021 00:50:16,0,,,N/A,Common,0,0,0,0,
9948,SMM Coin,,,,02/06/2021 00:50:19,0,,,N/A,Common,0,0,0,0,
9949,Foresting,,,,02/06/2021 00:50:20,0,,,N/A,Common,0.000366,0,"30,704",0,Bittrex
9950,MSCChain,,,,02/06/2021 00:50:22,0,,,N/A,Common,0,0,0,0,
9951,LutherChain,,,,02/06/2021 00:50:24,0,,,N/A,Common,0,0,0,0,
9952,Intelligent Commerce Chain,,,,02/06/2021 00:50:25,0,,,N/A,Common,0,0,0,0,
9953,DAGX,,,,02/06/2021 00:50:27,0,,,N/A,Common,0,0,0,0,
9954,Bit Value Art Bank,,,,02/06/2021 00:50:28,0,,,N/A,Common,0,0,0,0,
9955,Cryptotraders Cash,,,,02/06/2021 00:50:29,0,,,N/A,Common,0,0,0,0,
9956,BIZAIN Token,,,,02/06/2021 00:50:31,0,,,N/A,Common,0,0,0,0,
9957,DexterGAME,,,,02/06/2021 00:50:33,0,,,N/A,Common,0,0,0,0,
9958,ASGARD,0x7a3d3c4f30c46f51b814bee23d970a7c9b757a32,https://etherscan.io/token/0x7a3d3c4f30c46f51b814bee23d970a7c9b757a32,Etherium,02/06/2021 00:50:46,0,665 (0.00%),4427,N/A,Common,0,0,0,0,
9959,Transfer Coin,,,,02/06/2021 00:50:49,0,,,N/A,Common,0.00443,0,0,0,
9960,HealthyLife,,,,02/06/2021 00:50:50,0,,,N/A,Common,0,0,0,0,
9961,Safe,,,,02/06/2021 00:50:52,0,,,N/A,Common,0.2173,0,"67,020",0,"ZB,DragonEx"
9962,Playground Credit,,,,02/06/2021 00:50:53,0,,,N/A,Common,0,0,0,0,
9963,OceanChain,,,,02/06/2021 00:50:54,0,,,N/A,Common,0.0000037,0,0,0,
9964,Memessenger,,,,02/06/2021 00:50:56,0,,,N/A,Common,0.000051,0,0,0,
9965,Koumei,,,,02/06/2021 00:50:57,0,,,N/A,Common,0.000259,0,0,0,
9966,HLBCoin,,,,02/06/2021 00:50:59,0,,,N/A,Common,0,0,0,0,
9967,Fast Bitcoin,,,,02/06/2021 00:51:00,0,,,N/A,Common,0,0,0,0,
9968,Coinegg E Token,,,,02/06/2021 00:51:01,0,,,N/A,Common,0.00654,0,0,0,
9969,Agricultural Ecological Chain,,,,02/06/2021 00:51:03,0,,,N/A,Common,0,0,0,0,
9970,Bitcoin World,,,,02/06/2021 00:51:04,0,,,N/A,Common,0,0,0,0,
9971,DMChain,,,,02/06/2021 00:51:06,0,,,N/A,Common,0.000720,0,0,0,
9972,Bitdepositary,,,,02/06/2021 00:51:07,0,,,N/A,Common,0.00581,0,"1,672",0,Hotbit
9973,LUX BIO EXCHANGE COIN,,,,02/06/2021 00:51:09,0,,,N/A,Common,0.000749,0,"145,284",0,"Coinone,Bithumb Global"
9974,Value Promise Protocol,,,,02/06/2021 00:51:10,0,,,N/A,Common,0,0,0,0,
9975,EOSISH,,,,02/06/2021 00:51:11,0,,,N/A,Common,0,0,0,0,
9976,Jllone,,,,02/06/2021 00:51:13,0,,,N/A,Common,0,0,0,0,
9977,Ethereum Lendo Token,,,,02/06/2021 00:51:14,0,,,N/A,Common,0.000118,0,0,0,
9978,Cashbery Coin,,,,02/06/2021 00:51:16,0,,,N/A,Common,0.01026,0,0,0,
9979,Godzillion,,,,02/06/2021 00:51:17,0,,,N/A,Common,0,0,0,0,
9980,Vevue token,,,,02/06/2021 00:51:18,0,,,N/A,Common,0,0,0,0,
9981,Betxoin,,,,02/06/2021 00:51:19,0,,,N/A,Common,0.000366,0,0.2491,0,CREX24
9982,Litecoinz,,,,02/06/2021 00:51:21,0,,,N/A,Common,0,0,0,0,
9983,Tchain,0x59c337ef937d0ba9cb1cc47d4e6ded632d22d623,https://etherscan.io/token/0x59c337ef937d0ba9cb1cc47d4e6ded632d22d623,Etherium,02/06/2021 00:51:32,0,6845 (0.00%),29853,N/A,Common,0.000380,0,0,0,
9984,Status Security Token,,,,02/06/2021 00:51:33,0,,,N/A,Common,0,0,0,0,
9985,Powerbank,,,,02/06/2021 00:51:35,0,,,N/A,Common,0,0,0,0,
9986,StoreDIG,,,,02/06/2021 00:51:36,0,,,N/A,Common,0,0,0,0,
9987,RankingBall,,,,02/06/2021 00:51:37,0,,,N/A,Common,0,0,0,0,
9988,KZONE,,,,02/06/2021 00:51:39,0,,,N/A,Common,0,0,0,0,
9989,Theta Fuel,,,,02/06/2021 00:51:40,0,,,N/A,Common,0.3498,0,50.74 million,0,"Binance,Gate.io,Indodax,Crypto.com,WazirX,BitMart,Nami,BKEX,Hotbit,Atomars"
9990,ESTERRA Coin,,,,02/06/2021 00:51:41,0,,,N/A,Common,0,0,0,0,
9991,MILE,,,,02/06/2021 00:51:43,0,,,N/A,Common,0,0,0,0,
9992,SECRET TOKEN,,,,02/06/2021 00:51:45,0,,,N/A,Common,0,0,0,0,
9993,Cointorox,0x1c5b760f133220855340003b43cc9113ec494823,https://etherscan.io/token/0x1c5b760f133220855340003b43cc9113ec494823,Etherium,02/06/2021 00:51:55,0,1175,5439,N/A,Common,0,0,0,0,
9994,Unify,,,,02/06/2021 00:51:57,0,,,N/A,Common,0,0,0,0,
9995,Themis network,,,,02/06/2021 00:51:58,0,,,N/A,Common,0,0,0,0,
9996,Allcoin Token,,,,02/06/2021 00:52:00,0,,,N/A,Common,0,0,0,0,
9997,EducationCoinOnline,,,,02/06/2021 00:52:02,0,,,N/A,Common,0,0,0,0,
9998,SLAM,,,,02/06/2021 00:52:04,0,,,N/A,Common,0,0,0,0,
9999,Xola Token,,,,02/06/2021 00:52:05,0,,,N/A,Common,0,0,0,0,
10000,TRONEuropeRewardCoin,1003075,https://tronscan.org/#/address/1003075,Unknown,02/06/2021 00:52:21,0,,,N/A,Common,0.01850,0,446.60,0,"PoloniDEX,LATOKEN,Bololex"
10001,viwoz,,,,02/06/2021 00:52:23,0,,,N/A,Common,0,0,0,0,
10002,DapperCoin,,,,02/06/2021 00:52:25,0,,,N/A,Common,0.00544,0,"833,932",0,AEX
10003,CrowdSaleNetworkPlatform,0x96ee9b27f822d71ae9cbf06773a878b41308c396,https://etherscan.io/token/0x96ee9b27f822d71ae9cbf06773a878b41308c396,Etherium,02/06/2021 00:52:35,0,39,412,N/A,Common,0,0,0,0,
10004,Vboom,,,,02/06/2021 00:52:37,0,,,N/A,Common,0,0,0,0,
10005,Maya Token,,,,02/06/2021 00:52:38,0,,,N/A,Common,0,0,0,0,
10006,DEXTER,0xfff3ada5a2555a2b59bff4f44dfad90146cce8cb,https://etherscan.io/token/0xfff3ada5a2555a2b59bff4f44dfad90146cce8cb,Etherium,02/06/2021 00:52:49,0,0,29,N/A,Common,0,0,0,0,
10007,ROMTV,,,,02/06/2021 00:52:50,0,,,N/A,Common,0,0,0,0,
10008,Blockmason Link,,,,02/06/2021 00:52:52,0,,,N/A,Common,0.000560,0,158.39,0,Binance DEX
10009,Me Token,,,,02/06/2021 00:52:53,0,,,N/A,Common,0.00806,0,"1,490",0,Bittrex
10010,Korbot,0xcd64aa18ddbce84411adbfe6da49354ba5187a45,https://etherscan.io/token/0xcd64aa18ddbce84411adbfe6da49354ba5187a45,Etherium,02/06/2021 00:53:04,200.00 million,3864,4400,N/A,Common,0,0,0,100.00 million,
10011,Bidooh,,,,02/06/2021 00:53:06,0,,,N/A,Common,0,0,0,0,
10012,WineChain,,,,02/06/2021 00:53:07,0,,,N/A,Common,0,0,0,0,
10013,Banc Coin,,,,02/06/2021 00:53:08,0,,,N/A,Common,0,0,0,0,
10014,ZUEN CAPITAL CHAIN,,,,02/06/2021 00:53:10,0,,,N/A,Common,0,0,0,0,
10015,EKToken,,,,02/06/2021 00:53:12,0,,,N/A,Common,0,0,0,0,
10016,Union Raising Token Chain,,,,02/06/2021 00:53:13,0,,,N/A,Common,0,0,0,0,
10017,Korea82,,,,02/06/2021 00:53:14,0,,,N/A,Common,0,0,0,0,
10018,Guifeng Yunwu,,,,02/06/2021 00:53:16,0,,,N/A,Common,0,0,0,0,
10019,Wallte Token Asset,,,,02/06/2021 00:53:17,0,,,N/A,Common,0.4488,0,13.47,0,DragonEx
10020,CFCC Token,,,,02/06/2021 00:53:19,0,,,N/A,Common,0,0,0,0,
10021,DCAR,,,,02/06/2021 00:53:20,0,,,N/A,Common,0,0,0,0,
10022,WGBC,,,,02/06/2021 00:53:21,0,,,N/A,Common,0,0,0,0,
10023,Swift Express Token,,,,02/06/2021 00:53:23,0,,,N/A,Common,0,0,0,0,
10024,EGO token,,,,02/06/2021 00:53:25,0,,,N/A,Common,0,0,0,0,
10025,The People's Chain,,,,02/06/2021 00:53:26,0,,,N/A,Common,0,0,0,0,
10026,COOcoin,,,,02/06/2021 00:53:27,0,,,N/A,Common,0,0,0,0,
10027,Healthy Happy Harmony,,,,02/06/2021 00:53:29,0,,,N/A,Common,0,0,0,0,
10028,DrinkChain,,,,02/06/2021 00:53:30,0,,,N/A,Common,0,0,0,0,
10029,UniversalEnergyChain,0xb3dd5dce850dca7519e74a943568b69f958df52c,https://etherscan.io/token/0xb3dd5dce850dca7519e74a943568b69f958df52c,Etherium,02/06/2021 00:53:42,0,6618,165214,N/A,Common,0,0,0,0,
10030,Joint Admissions Chain,,,,02/06/2021 00:53:43,0,,,N/A,Common,0,0,0,0,
10031,Global Wind & Solar Energy,,,,02/06/2021 00:53:44,0,,,N/A,Common,0,0,0,0,
10032,PunchToken,,,,02/06/2021 00:53:46,0,,,N/A,Common,0,0,0,0,
10033,Sky Net Security,,,,02/06/2021 00:53:47,0,,,N/A,Common,0,0,0,0,
10034,Witee,,,,02/06/2021 00:53:48,0,,,N/A,Common,0,0,0,0,
10035,Finsur Token,,,,02/06/2021 00:53:50,0,,,N/A,Common,0,0,0,0,
10036,Coindy,0x9509ab39e86b0c369bc09e6f67c7585efcbd58d9,https://etherscan.io/token/0x9509ab39e86b0c369bc09e6f67c7585efcbd58d9,Etherium,02/06/2021 00:54:02,0,687,30734,N/A,Common,0,0,0,0,
10037,ViaBTC Token,,,,02/06/2021 00:54:03,0,,,N/A,Common,0,0,0,0,
10038,Texas Hold'em Poker Chain,,,,02/06/2021 00:54:05,0,,,N/A,Common,0,0,0,0,
10039,MyTeenCoin,,,,02/06/2021 00:54:07,0,,,N/A,Common,0.00241,0,0.02414,0,FINEXBOX
10040,Biffy Diamond,,,,02/06/2021 00:54:08,0,,,N/A,Common,0,0,0,0,
10041,Slicecoin,,,,02/06/2021 00:54:09,0,,,N/A,Common,0,0,0,0,
10042,Bitmax Token,,,,02/06/2021 00:54:11,0,,,N/A,Common,0.4684,0,"901,860",0,"FTX,Kucoin,Gate.io,AscendEX (BitMax),ProBit"
10043,Hygeia,,,,02/06/2021 00:54:12,0,,,N/A,Common,0.00151,0,0,0,
10044,BECC,,,,02/06/2021 00:54:14,0,,,N/A,Common,0,0,0,0,
10045,Outlets Chain,,,,02/06/2021 00:54:15,0,,,N/A,Common,0.00179,0,"9,121",0,Nami
10046,TokenBookCoin,,,,02/06/2021 00:54:16,0,,,N/A,Common,0,0,0,0,
10047,Super Art,,,,02/06/2021 00:54:18,0,,,N/A,Common,0.00513,0,0,0,
10048,Love Chain,,,,02/06/2021 00:54:20,0,,,N/A,Common,0.000366,0,0,0,
10049,IPTChain,,,,02/06/2021 00:54:21,0,,,N/A,Common,0,0,0,0,
10050,BMB Chain,,,,02/06/2021 00:54:23,0,,,N/A,Common,0.0000073,0,0,0,
10051,Hero Chain,,,,02/06/2021 00:54:24,0,,,N/A,Common,0,0,0,0,
10052,JubaoCoin,,,,02/06/2021 00:54:26,0,,,N/A,Common,0,0,0,0,
10053,Yibitcoin,,,,02/06/2021 00:54:27,0,,,N/A,Common,0.000073,0,0,0,
10054,The Australian Multi-Currency,,,,02/06/2021 00:54:28,0,,,N/A,Common,0.7290,0,0,0,
10055,Airdrop United,,,,02/06/2021 00:54:30,0,,,N/A,Common,0,0,0,0,
10056,MoFAS,,,,02/06/2021 00:54:31,0,,,N/A,Common,0,0,0,0,
10057,Evens Coin,,,,02/06/2021 00:54:33,0,,,N/A,Common,0,0,0,0,
10058,Electronic Energy Coin,,,,02/06/2021 00:54:34,0,,,N/A,Common,0,0,0,0,
10059,Lisk Machine Learning,,,,02/06/2021 00:54:36,0,,,N/A,Common,0.0411,0,"48,826",0,BitBay
10060,Pishoy,,,,02/06/2021 00:54:37,0,,,N/A,Common,0,0,0,0,
10061,Rigo Token,,,,02/06/2021 00:54:39,10.08 million,,,N/A,Common,0,0,0,7.09 million,
10062,Hyperloot,,,,02/06/2021 00:54:41,0,,,N/A,Common,0,0,0,0,
10063,kelta,,,,02/06/2021 00:54:42,0,,,N/A,Common,0,0,0,0,
10064,Click Relevance Optimization Platform,,,,02/06/2021 00:54:43,0,,,N/A,Common,0,0,0,0,
10065,BOTXCOIN,0xEF19F4E48830093Ce5bC8b3Ff7f903A0AE3E9Fa1,https://etherscan.io/token/0xEF19F4E48830093Ce5bC8b3Ff7f903A0AE3E9Fa1,Etherium,02/06/2021 00:54:53,0,3880,8150,N/A,Common,0.0566,0,0,0,
10066,Galore,,,,02/06/2021 00:54:55,0,,,N/A,Common,0,0,0,0,
10067,VHS Coin,,,,02/06/2021 00:54:56,0,,,N/A,Common,0,0,0,0,
10068,Coinderi,,,,02/06/2021 00:54:58,0,,,N/A,Common,0,0,0,0,
10069,Yoi Crypto,,,,02/06/2021 00:54:59,0,,,N/A,Common,0,0,0,0,
10070,Unity ETH token,,,,02/06/2021 00:55:01,0,,,N/A,Common,0,0,0,0,
10071,Qwartz,,,,02/06/2021 00:55:03,0,,,N/A,Common,0,0,0,0,
10072,Pivot,,,,02/06/2021 00:55:04,0,,,N/A,Common,0.000413,0,1.08 million,0,"Huobi Global,AEX,MXC"
10073,NAWRAS,,,,02/06/2021 00:55:05,0,,,N/A,Common,0,0,0,0,
10074,LupecoinProject,,,,02/06/2021 00:55:07,0,,,N/A,Common,0,0,0,0,
10075,Juriseum,0x34dd5edfed51c632d1d4d2502bc901efb5fdfcd4,https://etherscan.io/token/0x34dd5edfed51c632d1d4d2502bc901efb5fdfcd4,Etherium,02/06/2021 00:55:17,0,1608,2922,N/A,Common,0.000149,0,0.000145,0,EtherFlyer
10076,INHERITANCE,,,,02/06/2021 00:55:19,0,,,N/A,Common,0,0,0,0,
10077,Ethereum wizard,,,,02/06/2021 00:55:20,0,,,N/A,Common,0,0,0,0,
10078,Alicoin,,,,02/06/2021 00:55:21,0,,,N/A,Common,0,0,0,0,
10079,EscrowBlock,,,,02/06/2021 00:55:23,0,,,N/A,Common,0.000149,0,0.00709,0,EtherFlyer
10080,White Bulls Token,,,,02/06/2021 00:55:24,0,,,N/A,Common,0,0,0,0,
10081,ZentCash,,,,02/06/2021 00:55:26,0,,,N/A,Common,0.0000073,0,2.62,0,FINEXBOX
10082,Xtock,0x1822126feedb4c7d61eecdbe3682fe61e91383d6,https://etherscan.io/token/0x1822126feedb4c7d61eecdbe3682fe61e91383d6,Etherium,02/06/2021 00:55:36,0,2733 (0.00%),14686,N/A,Common,0,0,0,0,
10083,2020-2020-2020,,,,02/06/2021 00:55:38,0,,,N/A,Common,0,0,0,0,
10084,Donated Players Streaming,,,,02/06/2021 00:55:40,0,,,N/A,Common,0,0,0,0,
10085,HotNow,,,,02/06/2021 00:55:41,0,,,N/A,Common,0.00183,0,18.32,0,Liquid
10086,DaxxPlatinum,,,,02/06/2021 00:55:43,0,,,N/A,Common,0,0,0,0,
10087,SpaceChain ERC-20,,,,02/06/2021 00:55:44,0,,,N/A,Common,0.03648,0,0,0,
10088,RRSpace,,,,02/06/2021 00:55:46,0,,,N/A,Common,0.00239,0,0,0,
10089,Health Retail Chain,,,,02/06/2021 00:55:47,0,,,N/A,Common,0,0,0,0,
10090,Parallel Network,,,,02/06/2021 00:55:48,0,,,N/A,Common,0.00664,0,0,0,
10091,Life Style Chain,,,,02/06/2021 00:55:50,0,,,N/A,Common,0,0,0,0,
10092,W Green Pay,,,,02/06/2021 00:55:51,0,,,N/A,Common,0.00746,0,"7,387",0,"Bittrex,GDAC"
10093,DosanCoin,,,,02/06/2021 00:55:52,50.00 billion,,,N/A,Common,0,0,0,50.00 billion,
10094,ETB,,,,02/06/2021 00:55:54,0,,,N/A,Common,0.2566,0,0,0,
10095,EXX Token,,,,02/06/2021 00:55:55,0,,,N/A,Common,0.0000137,0,0,0,
10096,One,,,,02/06/2021 00:55:57,0,,,N/A,Common,0.0985,0,3.47 million,0,"Kucoin,Gate.io"
10097,EOS Network,,,,02/06/2021 00:55:58,0,,,N/A,Common,0,0,0,0,
