,Token Name,Address,Address Url,Crypto Type,Time Stamp,Max Supply,# of Holder,Transfers,Decimals,Token Type,Price,Market Cap,VolumeTwentyFour,Circulating Supply,Exchanges,CoinRankUrl
2864,Peerguess,,,,22/06/2021 00:23:55,200.00 million,,,N/A,Common,0,0,0,40.54 million,,https://coinranking.com/coin/cVa64mDSxR-bc+peerguess-guess
2865,Footy Cash,,,,22/06/2021 00:23:57,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/kh8ophIRgVf_e+footycash-xft
2866,Amsterdam Coin,,,,22/06/2021 00:23:58,81.47 million,,,N/A,Common,0,0,0,50.20 million,,https://coinranking.com/coin/AclHlucLX2hjj+amsterdamcoin-ams
2867,Hitcoin,,,,22/06/2021 00:24:00,17.00 million,,,N/A,Common,0,0,0,17.00 million,,https://coinranking.com/coin/UNSrwLM3iVB_6+hitcoin-htc
2868,HBCoin,,,,22/06/2021 00:24:02,100.00 million,,,N/A,Common,0,0,0,5.00 million,,https://coinranking.com/coin/hK2c-ZnOMZJvS+hbcoin-hbc
2869,XMCT,0x44449Fa4d607F807d1eD4a69ad942971728391C8,https://etherscan.io/token/0x44449Fa4d607F807d1eD4a69ad942971728391C8,Etherium,22/06/2021 00:24:12,700.00 million,7863 (0.00%),14262,N/A,Common,0,0,0,95.46 million,,https://coinranking.com/coin/zzEEEn1ugtZEw+xmct-xmct
2870,GlobalToken,,,,22/06/2021 00:24:13,0,,,N/A,Common,0.000329,0,30.08,0,"Unnamed.Exchange,FINEXBOX",https://coinranking.com/coin/kpHamxaeamGVC+globaltoken-glt
2871,Fantasy Cash,,,,22/06/2021 00:24:15,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/KL57tTaJT1aUa+fantasycash-fans
2872,Ethereum Dark,,,,22/06/2021 00:24:16,4.20 million,,,N/A,Common,0,0,0,2.68 million,,https://coinranking.com/coin/271g_zDfEBvMO+ethereumdark-ethd
2873,Digital Developers Fund,,,,22/06/2021 00:24:17,6.43 million,,,N/A,Common,0,0,0,6.43 million,,https://coinranking.com/coin/W-esAMnDajnSr+digitaldevelopersfund-ddf
2874,DeusCoin,,,,22/06/2021 00:24:19,100.00 million,,,N/A,Common,0,0,0,11.08 million,,https://coinranking.com/coin/oHFHN50gzQBrt+deuscoin-deus
2875,PhoenixCoin,,,,22/06/2021 00:24:21,98.00 million,,,N/A,Common,0,0,0,70.91 million,,https://coinranking.com/coin/REyVJUuM21hmS+phoenixcoin-pxc
2876,C-Bits,,,,22/06/2021 00:24:22,210.00 million,,,N/A,Common,0,0,0,157.63 million,,https://coinranking.com/coin/LST2V4QO6dKdy+c-bits-xct
2877,NevaCoin,,,,22/06/2021 00:24:24,26.28 million,,,N/A,Common,0,0,0,3.55 million,,https://coinranking.com/coin/EFyC2EAQ833eJ+nevacoin-neva
2878,SpaceCoin,,,,22/06/2021 00:24:25,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/U9NGTnhUQmlhA+spacecoin-space
2879,Iconomi,,,,22/06/2021 00:24:27,100.00 million,,,N/A,Common,0,0,0,100.00 million,,https://coinranking.com/coin/XC_etvj3wQAPa+iconomi-icn
2880,ParallelCoin,,,,22/06/2021 00:24:28,1.00 million,,,N/A,Common,0,0,0,"314,719.00",,https://coinranking.com/coin/UJrdXeN7nsKZ6+parallelcoin-duo
2881,Nitro,0xec46f8207d766012454c408de210bcbc2243e71c,https://etherscan.io/token/0xec46f8207d766012454c408de210bcbc2243e71c,Etherium,22/06/2021 00:24:38,120.00 million,9564 (0.00%),15309,N/A,Common,0,0,0,14.15 million,,https://coinranking.com/coin/bXsY5RgWB1gQu+nitro-nox
2882,Atomic Coin,,,,22/06/2021 00:24:39,1.00 million,,,N/A,Common,0,0,0,1.00 million,,https://coinranking.com/coin/uRBw2dQXYciec+atomiccoin-atom
2883,Coino,,,,22/06/2021 00:24:40,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/hCWX4bRs1-m04+coino-cno
2884,CoinonatX,,,,22/06/2021 00:24:42,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/T73v3kOpNTN9r+coinonatx-xcxt
2885,AquariusCoin,,,,22/06/2021 00:24:44,42.00 million,,,N/A,Common,0,0,0,2.01 million,,https://coinranking.com/coin/8wS5if9KUaH0L+aquariuscoin-arco
2886,DROXNE,,,,22/06/2021 00:24:45,102.30 million,,,N/A,Common,0,0,0,81.74 million,,https://coinranking.com/coin/zHfuwyA4BfCb-+droxne-drxne
2887,Quatloo,,,,22/06/2021 00:24:47,100.00 million,,,N/A,Common,0,0,0,7.72 million,,https://coinranking.com/coin/LAwwqt9b7ZPJL+quatloo-qtl
2888,BottleCaps,,,,22/06/2021 00:24:48,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/3BGEFS2zqHP9k+bottlecaps-cap
2889,PXcoin,,,,22/06/2021 00:24:50,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/lu7ZEhHRJ5AFU+pxcoin-px
2890,ELTCOIN,0x44197a4c44d6a059297caf6be4f7e172bd56caaf,https://etherscan.io/token/0x44197a4c44d6a059297caf6be4f7e172bd56caaf,Etherium,22/06/2021 00:24:59,100.00 million,2760 (0.00%),26950,N/A,Common,0,0,0,90.00 million,,https://coinranking.com/coin/MPHtgFekaOoHF+eltcoin-elt
2891,TokenDesk,0x6295Ab2BE04A617747481B292c390BfcA592Cf28,https://etherscan.io/token/0x6295Ab2BE04A617747481B292c390BfcA592Cf28,Etherium,22/06/2021 00:25:10,14.68 million,9268,9562,N/A,Common,0,0,0,10.28 million,,https://coinranking.com/coin/H13V1N5gadPkd+tokendesk-tds
2892,RevolverCoin,,,,22/06/2021 00:25:11,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/pZwP5uLnNh1O9+revolvercoin-xre
2893,CraftCoin,,,,22/06/2021 00:25:13,100.00 million,,,N/A,Common,0,0,0,4.75 million,,https://coinranking.com/coin/HOf55UwI9aLP2+craftcoin-crc
2894,JoinCoin,,,,22/06/2021 00:25:15,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/nG8k4IumweCF4+joincoin-j
2895,GoldBlocks,,,,22/06/2021 00:25:17,50.00 million,,,N/A,Common,0,0,0,15.56 million,,https://coinranking.com/coin/8W5fVK7o4amsC+goldblocks-gb
2896,Tokugawa,,,,22/06/2021 00:25:18,0,,,N/A,Common,0.000329,0,0.03280,0,CREX24,https://coinranking.com/coin/X5jVGyk1f2CQm+tokugawa-tok
2897,Centurion,,,,22/06/2021 00:25:20,82.66 million,,,N/A,Common,0,0,0,77.66 million,,https://coinranking.com/coin/ch9SgpdEpZJ6b+centurion-cnt
2898,SwagBucks,,,,22/06/2021 00:25:22,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/xg9pBkxL_Oq-S+swagbucks-bucks
2899,Shadow Token,,,,22/06/2021 00:25:23,10.00 million,,,N/A,Common,0,0,0,7.00 million,,https://coinranking.com/coin/YGAA-SieTHUW4+shadowtoken-shdw
2900,Qvolta,0x1183f92a5624d68e85ffb9170f16bf0443b4c242,https://etherscan.io/token/0x1183f92a5624d68e85ffb9170f16bf0443b4c242,Etherium,22/06/2021 00:25:35,21.60 million,1382 (0.00%),6844,N/A,Common,0,0,0,7.43 million,,https://coinranking.com/coin/FCwFHu-LlBgkt+qvolta-qvt
2901,iCoin,,,,22/06/2021 00:25:37,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/SP6njcLAUBtkt+icoin-icn2
2902,Tracto,0x30cecb5461a449a90081f5a5f55db4e048397bab,https://etherscan.io/token/0x30cecb5461a449a90081f5a5f55db4e048397bab,Etherium,22/06/2021 00:25:47,70.00 million,5336 (0.00%),70523,N/A,Common,0,0,0,26.91 million,,https://coinranking.com/coin/lZDswJ3RiyZlx+tracto-trct
2903,BridgeCoin,,,,22/06/2021 00:25:49,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/O6q47soxb1sba+bridgecoin-bco
2904,Earth Token,,,,22/06/2021 00:25:50,1.00 billion,,,N/A,Common,0,0,0,205.30 million,,https://coinranking.com/coin/XjHbceilS_Qc1+earthtoken-earth
2905,Litebar,,,,22/06/2021 00:25:52,1.35 million,,,N/A,Common,0,0,0,"975,390.00",,https://coinranking.com/coin/cjAn4yInpeRw3+litebar-ltb
2906,LeviarCoin,,,,22/06/2021 00:25:54,54.00 million,,,N/A,Common,0,0,0,11.66 million,,https://coinranking.com/coin/wVbq2amUofkEj+leviarcoin-xlc
2907,Coin.2,,,,22/06/2021 00:25:56,133.27 million,,,N/A,Common,0,0,0,78.25 million,,https://coinranking.com/coin/UP4g7zgA6RIgT+coin2-c2
2908,DaxxCoin,,,,22/06/2021 00:25:57,545.89 million,,,N/A,Common,0,0,0,520.89 million,,https://coinranking.com/coin/-pWo5p4QqWvgr+daxxcoin-daxx
2909,BigUp,,,,22/06/2021 00:25:59,4.00 billion,,,N/A,Common,0,0,0,2.14 billion,,https://coinranking.com/coin/YZQ4bwS4oXJKk+bigup-bigup
2910,CryptoInsight,,,,22/06/2021 00:26:00,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/IQo80Ixv6KsiP+cryptoinsight-tkr
2911,Bitcoin Red,,,,22/06/2021 00:26:02,21.00 million,,,N/A,Common,0,0,0,20.55 million,,https://coinranking.com/coin/fG8TJos0M6ZMy+bitcoinred-btcred
2912,EthBet,0x7D5Edcd23dAa3fB94317D32aE253eE1Af08Ba14d,https://etherscan.io/token/0x7D5Edcd23dAa3fB94317D32aE253eE1Af08Ba14d,Etherium,22/06/2021 00:26:12,10.00 million,854 (0.00%),4779,N/A,Common,0,0,0,8.50 million,,https://coinranking.com/coin/ukRiPw5GU5-J6+ethbet-ebet
2913,KushCoin,,,,22/06/2021 00:26:14,9.35 million,,,N/A,Common,0,0,0,5.63 million,,https://coinranking.com/coin/-_STOHmGGEqo1+kushcoin-kush
2914,PureVidz,,,,22/06/2021 00:26:16,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/fHmU5cHpWbHR8+purevidz-vidz
2915,CryptoJacks,,,,22/06/2021 00:26:17,500.00 million,,,N/A,Common,0,0,0,406.57 million,,https://coinranking.com/coin/gpnVxgPK5BRls+cryptojacks-cj
2916,Printex,,,,22/06/2021 00:26:19,15.50 million,,,N/A,Common,0,0,0,15.33 million,,https://coinranking.com/coin/naPDB4h8Wa7TF+printex-prtx
2917,GreenMed,0xb444208cb0516c150178fcf9a52604bc04a1acea,https://etherscan.io/token/0xb444208cb0516c150178fcf9a52604bc04a1acea,Etherium,22/06/2021 00:26:29,14.90 million,1322 (0.00%),3502,N/A,Common,0,0,0,14.22 million,,https://coinranking.com/coin/mt_3xVXZYlYzm+greenmed-grmd
2918,ConnectJob Token,,,,22/06/2021 00:26:30,300.00 million,,,N/A,Common,0,0,0,112.84 million,,https://coinranking.com/coin/suVf7F_ynRrzS+connectjobtoken-cjt
2919,BrokerNekoNetwork,0xda80b20038bdf968c7307bb5907a469482cf6251,https://etherscan.io/token/0xda80b20038bdf968c7307bb5907a469482cf6251,Etherium,22/06/2021 00:26:41,16.80 billion,328 (0.00%),2299,N/A,Common,0,0,0,2.99 billion,,https://coinranking.com/coin/U1BhPrLlvXO93+brokernekonetwork-bnn
2920,Ourcoin,,,,22/06/2021 00:26:43,"810,688.00",,,N/A,Common,0,0,0,"483,206.00",,https://coinranking.com/coin/HI4XcSXbCTpH6+ourcoin-our
2921,ZoZoCoin,,,,22/06/2021 00:26:44,7.47 million,,,N/A,Common,0,0,0,1.95 million,,https://coinranking.com/coin/pumNh3n45KBvD+zozocoin-zzc
2922,Klingon Empire Darsek,,,,22/06/2021 00:26:46,500.00 million,,,N/A,Common,0,0,0,23.97 million,,https://coinranking.com/coin/LGzhRMgt78A1J+klingonempiredarsek-ked
2923,MarsCoin,,,,22/06/2021 00:26:47,33.00 million,,,N/A,Common,0,0,0,28.28 million,,https://coinranking.com/coin/WBYHNtq54DR4h+marscoin-mars
2924,Fuel2Coin,,,,22/06/2021 00:26:49,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/NrWPsH6uw1yMz+fuel2coin-fc2
2925,Crystal Clear Token,,,,22/06/2021 00:26:50,6.92 million,,,N/A,Common,0,0,0,5.22 million,,https://coinranking.com/coin/6fRXeAPHkZ-eS+crystalcleartoken-cct
2926,Pakcoin,,,,22/06/2021 00:26:52,182.00 million,,,N/A,Common,0,0,0,65.56 million,,https://coinranking.com/coin/3abUUsnQQfVTV+pakcoin-pak
2927,STRESScoin,,,,22/06/2021 00:26:53,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/PLzxedlJiibqx+stresscoin-sts
2928,SmartCoin,,,,22/06/2021 00:26:55,51.20 million,,,N/A,Common,0,0,0,25.18 million,,https://coinranking.com/coin/yXwZVTcze6CwB+smartcoin-smc
2929,Shekel,,,,22/06/2021 00:26:57,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/rY5uo62agYQm7+shekel-jew
2930,Regalcoin,,,,22/06/2021 00:26:58,16.49 million,,,N/A,Common,0,0,0,12.80 million,,https://coinranking.com/coin/wC0qwSS4UhwfW+regalcoin-rec
2931,Litecoin Plus,,,,22/06/2021 00:27:00,0,,,N/A,Common,0.02491,0,233.95,0,"CREX24,Unnamed.Exchange",https://coinranking.com/coin/4x6-usYjW3ZO3+litecoinplus-lcp
2932,Pascal Lite,,,,22/06/2021 00:27:01,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/2BBia5S2XZMiZ+pascallite-pasl
2933,Octanox,,,,22/06/2021 00:27:03,0,,,N/A,Common,0.000547,0,0,0,,https://coinranking.com/coin/yAIam4PA4yB1d+octanox-otx
2934,The Cypherfunks,,,,22/06/2021 00:27:04,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/bAmowb-CVbOny+thecypherfunks-funk
2935,Bitsum,,,,22/06/2021 00:27:06,1.84 billion,,,N/A,Common,0,0,0,1.18 billion,,https://coinranking.com/coin/-itT0gmFFRWbA+bitsum-bsm
2936,Jin Coin,,,,22/06/2021 00:27:08,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/EPPQiSdudw-LM+jincoin-jin
2937,VoteCoin,,,,22/06/2021 00:27:09,0,,,N/A,Common,0.000328,0,0.000655,0,CREX24,https://coinranking.com/coin/bzHCDYewsrJmh+votecoin-vot
2938,Octocoin,,,,22/06/2021 00:27:11,135.78 million,,,N/A,Common,0,0,0,54.99 million,,https://coinranking.com/coin/v3sK37J2tvttL+octocoin-888
2939,AriCoin,,,,22/06/2021 00:27:12,322.65 million,,,N/A,Common,0,0,0,232.43 million,,https://coinranking.com/coin/uYgmBl20RM0Q5+aricoin-ari
2940,Hellenic Node,,,,22/06/2021 00:27:13,86.58 million,,,N/A,Common,0,0,0,86.56 million,,https://coinranking.com/coin/3RswY-OTtz6cz+hellenicnode-hn
2941,WhaleCoin,,,,22/06/2021 00:27:15,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/hEBpE_QGrg7Mg+whalecoin-whl
2942,ChessCoin,,,,22/06/2021 00:27:17,74.67 million,,,N/A,Common,0,0,0,54.03 million,,https://coinranking.com/coin/Gd2-GRcQrOKLl+chesscoin-chess
2943,Version,,,,22/06/2021 00:27:18,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/YKZccbel3HlOh+version-v
2944,bitEUR,,,,22/06/2021 00:27:20,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/YDYLnEMky18g4+biteur-biteur
2945,FLiK,0x17fd666fa0784885fa1afec8ac624d9b7e72b752,https://etherscan.io/token/0x17fd666fa0784885fa1afec8ac624d9b7e72b752,Etherium,22/06/2021 00:27:30,600.00 million,677 (0.00%),5287,N/A,Common,0,0,0,580.12 million,,https://coinranking.com/coin/WJmu18bVszc7A+flik-flik
2946,Rimbit,,,,22/06/2021 00:27:32,401.58 million,,,N/A,Common,0,0,0,197.58 million,,https://coinranking.com/coin/Lr_usBRmmkLYN+rimbit-rbt
2947,Rubies,,,,22/06/2021 00:27:33,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/Ok5LZ9GtDCy-b+rubies-rbies
2948,Obsidian,,,,22/06/2021 00:27:35,98.15 million,,,N/A,Common,0,0,0,25.00 million,,https://coinranking.com/coin/KWJNp2NOV6W5E+obsidian-odn
2949,GrafenoCoin,,,,22/06/2021 00:27:37,500.00 million,,,N/A,Common,0,0,0,499.98 million,,https://coinranking.com/coin/aBRaaUdGXoqh+grafenocoin-gfncash
2950,Phonecoin,,,,22/06/2021 00:27:38,2.20 million,,,N/A,Common,0,0,0,1.80 million,,https://coinranking.com/coin/cRUCh5uB5Umin+phonecoin-phon
2951,NyanCoin,,,,22/06/2021 00:27:40,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/ucmDdMfU-8HVP+nyancoin-nyan
2952,MachineCoin,,,,22/06/2021 00:27:42,35.00 million,,,N/A,Common,0,0,0,21.44 million,,https://coinranking.com/coin/Bz2zALc2I9_eV+machinecoin-mac
2953,Stellar Coin Support,,,,22/06/2021 00:27:43,10.00 million,,,N/A,Common,0,0,0,8.51 million,,https://coinranking.com/coin/huADo4gF9_EG+stellarcoinsupport-scs
2954,Bitdeal,,,,22/06/2021 00:27:44,219.60 million,,,N/A,Common,0,0,0,175.58 million,,https://coinranking.com/coin/QPPrzp0A85lpH+bitdeal-bdl
2955,SwiftCash,,,,22/06/2021 00:27:46,0,,,N/A,Common,0.001149,0,0.0689,0,CREX24,https://coinranking.com/coin/Cbr6aFev01cS+swiftcash-swift
2956,Bank Coin,,,,22/06/2021 00:27:48,15.11 million,,,N/A,Common,0,0,0,6.18 million,,https://coinranking.com/coin/0nCjwNjUc85Xt+bankcoin-bank
2957,BritCoin,,,,22/06/2021 00:27:49,30.00 million,,,N/A,Common,0,0,0,21.27 million,,https://coinranking.com/coin/pbrSULm4n7Uyc+britcoin-brit
2958,Senderon,0x73b534fb6f07381a29a60b01eed5ae57d4ee24d7,https://etherscan.io/token/0x73b534fb6f07381a29a60b01eed5ae57d4ee24d7,Etherium,22/06/2021 00:28:00,50.00 million,297,5308,N/A,Common,0,0,0,48.80 million,,https://coinranking.com/coin/ISn8SiodrITIm+senderon-sdrn
2959,Embers,0x386467f1f3ddbe832448650418311a479eecfc57,https://etherscan.io/token/0x386467f1f3ddbe832448650418311a479eecfc57,Etherium,22/06/2021 00:28:12,50.00 million,742 (0.00%),7635,N/A,Common,0,0,0,49.96 million,,https://coinranking.com/coin/YbgCpq8csoxZg+embers-mbrs
2960,Fructus,0x5f5f8a9c9775499b783171ac1979b4327ab60447,https://etherscan.io/token/0x5f5f8a9c9775499b783171ac1979b4327ab60447,Etherium,22/06/2021 00:28:25,65.35 million,7134,11277,N/A,Common,0,0,0,30.70 million,,https://coinranking.com/coin/axnakFoVx5wJ+fructus-xfrc
2961,Ratecoin,,,,22/06/2021 00:28:27,0,,,N/A,Common,0.01630,0,"4,827",0,Bitfinex,https://coinranking.com/coin/HVgje3IiOiM9O+ratecoin-xra
2962,Bata,,,,22/06/2021 00:28:28,0,,,N/A,Common,0.01773,0,55.27,0,SouthXchange,https://coinranking.com/coin/LaWZ_CrJFfuTp+bata-bta
2963,Numus,,,,22/06/2021 00:28:30,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/qmMfyHufJuWI_+numus-nms
2964,Cazcoin,,,,22/06/2021 00:28:31,43.99 million,,,N/A,Common,0,0,0,36.30 million,,https://coinranking.com/coin/oxpfZdk1Tc6-m+cazcoin-caz
2965,Halcyon,,,,22/06/2021 00:28:33,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/EdijkV8ksaBwq+halcyon-hal
2966,TittieCoin,,,,22/06/2021 00:28:35,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/DV7kBKCTimEX8+tittiecoin-ttc
2967,Onix,,,,22/06/2021 00:28:36,1.10 billion,,,N/A,Common,0,0,0,107.07 million,,https://coinranking.com/coin/W5PyqK-CFaj0L+onix-onx
2968,Crowdholding,0xd9a12cde03a86e800496469858de8581d3a5353d,https://etherscan.io/token/0xd9a12cde03a86e800496469858de8581d3a5353d,Etherium,22/06/2021 00:28:48,445.00 million,19597,25780,N/A,Common,0,0,0,148.69 million,,https://coinranking.com/coin/n2R2lfQogv0pv+crowdholding-yup
2969,Dix Asset,,,,22/06/2021 00:28:50,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/hGzKeuZkOnMBN+dixasset-dix
2970,Actinium,,,,22/06/2021 00:28:51,0,,,N/A,Common,0.02735,0,"14,380",0,"CoinEx,TradeOgre,CREX24",https://coinranking.com/coin/CB_utF8r69Aze+actinium-acm
2971,RouletteToken,0xcced5b8288086be8c38e23567e684c3740be4d48,https://etherscan.io/token/0xcced5b8288086be8c38e23567e684c3740be4d48,Etherium,22/06/2021 00:29:01,10.22 million,2050 (0.00%),4096,N/A,Common,0,0,0,10.22 million,,https://coinranking.com/coin/UvA49nFpBDeWZ+roulettetoken-rlt
2972,OCTCoin,,,,22/06/2021 00:29:03,200.00 million,,,N/A,Common,0,0,0,"500,268.00",,https://coinranking.com/coin/b7W9tcaqjY1g_+octcoin-occ
2973,IQF Token,,,,22/06/2021 00:29:04,14.00 million,,,N/A,Common,0,0,0,14.00 million,,https://coinranking.com/coin/svnEezqUCqJq+iqftoken-iqf
2974,IrishCoin,,,,22/06/2021 00:29:05,40.87 million,,,N/A,Common,0,0,0,36.37 million,,https://coinranking.com/coin/adFE3SH_cDBsP+irishcoin-irl
2975,JouleCoin,,,,22/06/2021 00:29:08,45.00 million,,,N/A,Common,0,0,0,37.17 million,,https://coinranking.com/coin/2WS9-bVtTn3GD+joulecoin-xjo
2976,PayCoin,,,,22/06/2021 00:29:09,12.50 million,,,N/A,Common,0,0,0,11.97 million,,https://coinranking.com/coin/MYamsmvEsxjiP+paycoin-xpy
2977,UCOM,,,,22/06/2021 00:29:11,2.84 million,,,N/A,Common,0,0,0,2.16 million,,https://coinranking.com/coin/Ba5L7_BuoqQDC+ucom-ucom
2978,BelugaPay,0x37d40510a2f5bc98aa7a0f7bf4b3453bcfb90ac1,https://etherscan.io/token/0x37d40510a2f5bc98aa7a0f7bf4b3453bcfb90ac1,Etherium,22/06/2021 00:29:21,60.79 million,6106 (0.00%),11001,N/A,Common,0,0,0,60.79 million,,https://coinranking.com/coin/F2-S5g5yaER5M+belugapay-bbi
2979,PRUX,,,,22/06/2021 00:29:22,"90,684.19",,,N/A,Common,0,0,0,"90,684.19",,https://coinranking.com/coin/goM-xMyn1lSk+prux-prux
2980,Billionaire Token,,,,22/06/2021 00:29:23,3.32 million,,,N/A,Common,0,0,0,3.27 million,,https://coinranking.com/coin/-dLdLpnjwk1ST+billionairetoken-xbl
2981,BitStation,0x2f8472dd7ecf7ca760c8f6b45db20ca7cf52f8d7,https://etherscan.io/token/0x2f8472dd7ecf7ca760c8f6b45db20ca7cf52f8d7,Etherium,22/06/2021 00:29:33,12.00 billion,14063,17646,N/A,Common,0,0,0,3.67 billion,,https://coinranking.com/coin/POz2isHLkHpKF+bitstation-bstn
2982,TekCoin,,,,22/06/2021 00:29:35,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/4xuDodsG_sbtu+tekcoin-tek
2983,SGPay,0x33c623a2baafeb8d15dfaf3ce44095efec83d72c,https://etherscan.io/token/0x33c623a2baafeb8d15dfaf3ce44095efec83d72c,Etherium,22/06/2021 00:29:46,6.90 million,7159 (0.00%),9292,N/A,Common,0,0,0,2.00 million,,https://coinranking.com/coin/sVwfUNFJMMPn1+sgpay-sgp
2984,Ethereum Cash,,,,22/06/2021 00:29:48,15.00 million,,,N/A,Common,0,0,0,14.10 million,,https://coinranking.com/coin/Xp7hSYHbCc7d4+ethereumcash-ecash
2985,FCoin Token,,,,22/06/2021 00:29:49,10.00 billion,,,N/A,Common,0,0,0,4.96 billion,,https://coinranking.com/coin/ZE7sOwk8BuGo+fcointoken-ft
2986,Blocknode,,,,22/06/2021 00:29:50,86.44 million,,,N/A,Common,0,0,0,85.79 million,,https://coinranking.com/coin/_DXKJT82A_5Cn+blocknode-bnd
2987,Kubera Coin,,,,22/06/2021 00:29:52,1.16 billion,,,N/A,Common,0,0,0,114.42 million,,https://coinranking.com/coin/aU1d9XpLmqKp4+kuberacoin-kbr
2988,Empyrean,,,,22/06/2021 00:29:53,15.38 million,,,N/A,Common,0,0,0,7.90 million,,https://coinranking.com/coin/e158KOGKTQXVW+empyrean-epy
2989,Ethereum Movie Venture,,,,22/06/2021 00:29:54,6.67 million,,,N/A,Common,0,0,0,6.57 million,,https://coinranking.com/coin/qJybZPdT-734Z+ethereummovieventure-emv
2990,Minereum,0x426ca1ea2406c07d75db9585f22781c096e3d0e0,https://etherscan.io/token/0x426ca1ea2406c07d75db9585f22781c096e3d0e0,Etherium,22/06/2021 00:30:06,136.58 million,1199178 (0.00%),1204487,N/A,Common,0,0,0,4.37 million,,https://coinranking.com/coin/3gUQFEpIuoIFP+minereum-mne
2991,Katalyse,,,,22/06/2021 00:30:08,12.50 million,,,N/A,Common,0,0,0,"877,515.00",,https://coinranking.com/coin/eLDfuDDvWgGxi+katalyse-kat
2992,Jesus Coin,,,,22/06/2021 00:30:09,20.33 billion,,,N/A,Common,0,0,0,17.98 billion,,https://coinranking.com/coin/7wC16b0Mzt8DB+jesuscoin-jc
2993,Triangles Coin,,,,22/06/2021 00:30:10,0,,,N/A,Common,0.000783,0,0,0,,https://coinranking.com/coin/mkJJg00KwhDh3+trianglescoin-tri
2994,VOLTROON,,,,22/06/2021 00:30:11,20.00 million,,,N/A,Common,0,0,0,20.00 million,,https://coinranking.com/coin/OpX7Pfx_iatwh+voltroon-vtn
2995,Fastcoin,,,,22/06/2021 00:30:14,165.89 million,,,N/A,Common,0,0,0,156.91 million,,https://coinranking.com/coin/jySrsk8w3H2d6+fastcoin-fst
2996,Origami,0xd2fa8f92ea72abb35dbd6deca57173d22db2ba49,https://etherscan.io/token/0xd2fa8f92ea72abb35dbd6deca57173d22db2ba49,Etherium,22/06/2021 00:30:28,5.53 million,779 (0.00%),3795,N/A,Common,0,0,0,4.23 million,,https://coinranking.com/coin/eFx8Qqipo8eUq+origami-ori
2997,Netko,,,,22/06/2021 00:30:30,25.53 million,,,N/A,Common,0,0,0,6.59 million,,https://coinranking.com/coin/NclPbogK3fgIl+netko-netko
2998,Leafcoin,,,,22/06/2021 00:30:32,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/Sv-B37TUYMVFB+leafcoin-leaf
2999,ZCore,0x72896d5478ad86b14a6d4f6e7441740d4970083d,https://etherscan.io/token/0x72896d5478ad86b14a6d4f6e7441740d4970083d,Etherium,22/06/2021 00:30:44,0,41,490,N/A,Common,0.03289,0,315.46,0,"CREX24,Graviex,SouthXchange",https://coinranking.com/coin/rI74W2gx6DuLs+zcore-zcr
3000,Bit20,,,,22/06/2021 00:30:45,0,,,N/A,Common,0,0,0,0,,https://coinranking.com/coin/Sr4y-DTObqH7h+bit20-btwty
3001,StartCoin,,,,22/06/2021 00:30:47,70.78 million,,,N/A,Common,0,0,0,45.08 million,,https://coinranking.com/coin/bsF5QdImNsFWm+startcoin-start
3002,InnovaMinex,0xae353daeed8dcc7a9a12027f7e070c0a50b7b6a4,https://etherscan.io/token/0xae353daeed8dcc7a9a12027f7e070c0a50b7b6a4,Etherium,22/06/2021 00:30:57,273.61 million,10981 (0.00%),13491,N/A,Common,0,0,0,271.37 million,,https://coinranking.com/coin/MbuyyDmyrKi-+innovaminex-minx
